ID,State,Name,Category,Income,Qualification,Description,LINKS,Type
525,Maharashtra,IET India Scholarship Award,all,0,post gradutation,"IET India Scholarship Award is India’s largest scholarship programme for undergraduate engineering students. Designed by the Institute of Engineering and Technology (IET) to recognize and nurture future engineering leaders of India, the 7th edition of the award programme will inspire undergraduate engineering students by rewarding their creativity, innovation, leadership and excellence. Engineering students across years (1st, 2nd, 3rd or 4th year) and engineering specialisations will compete for a combined scholarship prize worth INR 10,00,000.",https://scholarships.theietevents.com/?gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF900kM2njlZ644kUrCK5ureXgbRuM7dJ2jzCLS2BVGZLDwcP7CLTzAaAmvyEALw_wcB#!,Private
526,Maharashtra,Medhaavi Engineering Scholarship Program,all,0,engineering,"The Medhaavi Engineering Scholarship Program 2023-24 is a CSR initiative of Bharat Petroleum Corporation Limited (BPCL) that aims to provide financial assistance to underprivileged students pursuing undergraduate engineering courses at specified 20 NITs across India and encourage them to pursue their higher studies, gain self-confidence, achieve independence and become employable. Under this scholarship, students enrolled in engineering courses (any year) at specified institutions will be provided with a one-time fixed scholarship of INR 50,000 to continue their higher education.","https://www.albany.edu/undergraduate-awareness?utm_medium=Search&utm_source=Google&utm_campaign=UAlbany,UGAwareness23&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF8T96YLKtJ8krCXfL6lIs9lqzUyJT55scp6C3VaLohAXUSJNmrVAQMaAoATEALw_wcB",Private
527,Maharashtra,CNH-ITC Mentorship Program,all ,0,engineering,"CNH-ITC Mentorship Program 2023 is an initiative of India Technology Centre (ITC), an entity of CNH Industrial that aims to enhance the professional skills, overall development and employability of underprivileged students by imparting mentorship support to them. Aligned with CNH Industrial’s vision of building a better world, this mentorship program is meant for students studying in the 1st and 2nd year of undergraduate engineering degree at government institutions located in Noida, Gurgaon, Greater Noida, Ghaziabad, Delhi and Faridabad.",https://kalingatv.com/miscellany/cnh-itc-mentorship-program-2023-selected-candidates-will-attend-elaborate-online-upskilling-webinar/,Private
528,Maharashtra,Goonj Grassroots Fellowship,all,0, matriculation exam,"Goonj Grassroots Fellowship 2023-24 is offered by Goonj (a non-profit organisation) to students who have passed their matriculation examination. It is a year-long programme where fellows will be working in various areas by engaging with the communities on the ground. The selected candidate will receive a monthly emolument of up to INR 12,000 per month.",https://goonj.org/goonj-fellowship/?gclid=Cj0KCQiApKagBhC1ARIsAFc7Mc5ibcLqTKKWrD08jS8aFqke-ot3XDhUYIPbYQueHLZVoppCEFmp3NsaAmyCEALw_wcB## ,Private
529,Maharashtra,CSIR-HRDG Research Associateship,all,0,engineering,"CSIR-HRDG Research Associateship 2023 is an opportunity offered by the Human Resource Development Group of Council of Scientific and Industrial Research (CSIR), New Delhi to graduates and postgraduates in various fields of Science and Technology. In this associateship, the applicants will be trained under expert guidance from faculty members/scientists working in universities and have access to different institutes and laboratories of various government departments. A monthly stipend of up to INR 54,000 and other benefits will be provided to the selected applicants during the entire tenure of the associateship.",https://srfra.csirhrdg.res.in/online/control?_inx ,Private
530,Maharashtra,SOF International Commerce Olympiad (ICO),all,0,Classes 11 and 12,"SOF International Commerce Olympiad (ICO) 2023-24 is an opportunity offered by the Science Olympiad Foundation (SOF)* in partnership with the Institute of Company Secretaries of India (a statutory body under an Act of Parliament, under the administrative control of The Ministry of Corporate Affairs). Students of Classes 11 and 12 are eligible to participate. It is a single-level examination conducted every year in which the students showcase their talent at the school level, zonal level, and international level. The selected students stand a chance to get up to INR 1,00,000 and other benefits.",https://sofworld.org/ico/about-ico-exam/how-participate,Private
531,Maharashtra,Dr. Reddy's Foundation Sashakt Scholarship,all ,0,"B.Tech., M.B.B.S. or B.Sc.","Dr. Reddy's Foundation Sashakt Scholarship 2023 is an opportunity offered by Dr. Reddy's Foundation (NGO) to encourage young women across India to pursue a career in science. The scholarship is a one-of-its-kind initiative to encourage young women across India to prepare for and pursue a career in science. It provides a level playing ground to girl students, especially from rural India and low socio-economic backgrounds, to get access to quality education in some of India’s best science institutions by offering financial support and mentorship throughout their undergraduate studies. The scholarships are limited to students securing admissions in the 12 specified science colleges. The selected fellows will receive a scholarship worth INR 2.4 lakhs (INR 80,000 per annum) for 3 years of study.", https://www.sashaktscholarship.org/how-to-apply/ ,Private
532,Maharashtra,VAIBHAV Fellowship,all ,0,Ph.D,"VAIBHAV Fellowship 2023 is an opportunity offered by the Department of Science and Technology, New Delhi to Ph.D/M.D/M.S degree holders. The main aim of this fellowship is to improve the research ecosystem of India’s Higher Educational and Scientific Institutions by facilitating academic and research collaborations between Indian Institutions and the best institutions in the world through mobility of faculty/researcher from overseas institutions to India. The selected candidates will receive USD 5,000 and other benefits.",https://dst.gov.in/news/vaibhav-fellowships ,Private
533,Maharashtra,Fulbright-Nehru Doctoral Research Fellowships,all ,0,Professional or non-professional,Fulbright-Nehru Doctoral Research Fellowships 2023-24 is an opportunity offered by the United States-India Educational Foundation (USIEF) to Indian scholars who are registered for a Ph.D. programme at an Indian institution. These fellowships are for six to nine months. The applications are invited from applicants in the field of -,  https://www.usief.org.in/Fulbright-Nehru-Doctoral-Research-Fellowships.aspx,Private
534,Maharashtra,Fulbright Nehru Academic and Professional Excellence Fellowships,all ,0,Ph.D. degree,"Fulbright Nehru Academic and Professional Excellence Fellowships 2023-24 is an initiative of the United States-India Educational Foundation (USIEF) for Ph.D./master's degree holders. This fellowship aims to provide Indian faculty, researchers and professionals the opportunity to teach, conduct research or carry out a combination of teaching and research at a U.S. institution. The selected fellows will receive variable awards.", https://www.usief.org.in/Fulbright-Nehru-Academic-Professional-Excellence-Fellowships.aspx,Private
535,Maharashtra,Fulbright Nehru Post Doctoral Fellowships,all ,0,Ph.D. degree or a D.M. degree,Fulbright Nehru Post Doctoral Fellowships 2024-25 is an opportunity offered by the United States-India Education Foundation (USIEF) to Indian faculty and researchers who are in the early stages of their research careers in India. Applications are invited for the following fields only:, https://www.usief.org.in/Fellowships/Fulbright-Kalam-Climate-Fellowship.aspx,Private
536,Maharashtra,Fulbright Kalam Climate Fellowship for Doctoral Research,all ,0,Ph.D. degree,Fulbright Kalam Climate Fellowship for Doctoral Research 2024-25 is an opportunity offered by the United States-India Education Foundation (USIEF) to Ph.D. candidates in India. The objective is to promote further mutual understanding and exchange of knowledge and professional talents – intend to partner to build long-term capacity in the United States and India by engaging scientific and technical research scholars from both countries related to climate research and education. The selected teachers will receive a monthly stipend and other benefits.,https://www.usief.org.in/Fellowships/Fulbright-Kalam-Climate-Fellowship.aspx,Private
537,Maharashtra,Fulbright Kalam Climate Fellowship for Post Doctoral Research,all ,0,Ph.D. or D.M. degree,Fulbright Kalam Climate Fellowship for Post Doctoral Research 2024-25 is an opportunity offered by the United States-India Education Foundation (USIEF) to Indian faculty and researchers. The objective is to provide research opportunities to talented candidates to strengthen their research capabilities. This opportunity will provide access to some of the finest resources in their areas of interest and help in building a long-term collaborative relationship with the faculty and researchers of the United States. The selected teachers will receive a monthly stipend and other benefits., https://www.usief.org.in/Fellowships/Fulbright-Kalam-Climate-Fellowship.aspx ,Private
538,Maharashtra,Technology Translation Award (SERB-TETRA),all ,0,Ph.D. degree,"Technology Translation Award (SERB-TETRA) 2023 is an opportunity offered by the Science and Engineering Research Board (SERB) to Ph.D. or M.D./M.S./M.D.S./M.V.Sc degree holders. It is a new scheme for catalyzing technology translation in an academic setting. SERB-TETRA would be awarded to Principal Investigators (PIs) who have clearly demonstrated the translational potential of their research (patents, etc.) and have established contact with industrial partners for fast-track graduation to a prototype stage and beyond. The selected fellows will receive an award of up to INR 15 lakh per year (without international travel), including overhead.",https://www.serbonline.in/SERB/Tetra ,Private
539,Maharashtra,COLLEGE BOARD INDIA SCHOLARS PROGRAM,all ,0,12 th ,Up to 100% Tuition Fee Scholarships at Leading Universities of India Global Higher Education Alliance Take the SAT at discounted prices in India,https://mahadbtmahait.gov.in/RegistrationLogin/RegistrationLoginn,Private
540,Maharashtra,All India Drawing Competition Youva Masterstroke ,all ,0,10 th,"All India Drawing Competition Youva Masterstroke 2023 is an opportunity offered by Navneet Education Limited (manufacturer of educational books, stationery, general books, and children's books in multiple Indian and foreign languages). This drawing competition is widely known as Youva Master Stroke and it is open to students of Classes from nursery to 10. The competition will be held in three categories. The winners are entitled to receive Youva hampers.", https://masterstroke.navneet.com/competitiondetails.aspx#comphome ,Private
541,Maharashtra,Prodigy Finance-GyanDhan Scholarship,all ,0,M.S. and MBA,"Prodigy Finance-GyanDhan Scholarship 2023 is an opportunity offered by GyanDhan (India’s first education financing marketplace) in partnership with Prodigy Finance*. The main aim of this scholarship is to make higher education accessible to students who want to pursue studies overseas. Under this scheme, financial aid of USD 2,500 (one-time) will be provided to MS and MBA program applicants.",https://www.gyandhan.com/prodigy-scholarship,Private
542,Maharashtra,GyanDhan Scholarship,all ,0,Under graduation,GyanDhan Scholarship 2023 is an opportunity offered by *Gyandhan to financially support postgraduate-level students. The aim of this programme is to provide financial support to those students who are taking an education loan and want to lessen their financial burden. The selected candidate will receive a fixed amount of INR 1 lakh which will be given to the students at the beginning of the academic year., https://www.gyandhan.com/gd-scholarship ,Private
543,Maharashtra,Abel Visiting Scholarship,all ,0,PhD,"Abel Visiting Scholarship 2023 is an opportunity offered by the Commission for Developing Countries (CDC) of the International Mathematical Union (IMU)* and is fully funded by the Abel Prize in Mathematics. The Abel Prize recognises pioneering scientific achievements of PhD degree holders in mathematics. This scholarship program facilitates them to visit an international platform as a research collaborator. The duration of the program is initially one month and an extension could be done as per requirement. The program supports post-doctoral mathematicians in the early stage of their professional careers. Selected candidates will receive a grant of up to EUR 4,400 (USD 5,000) for a month and other benefits.", https://www.mathunion.org/cdc/grants/research-travel-grants/abel-visiting-scholar-program,Private
544,Maharashtra,Arturo Falaschi Postdoctoral Fellowships,all ,0,Ph.D. degree,"Arturo Falaschi Postdoctoral Fellowships, ICGEB, New Delhi 2023 is an opportunity offered by the International Center for Genetic Engineering and Biotechnology (ICGEB) for Ph.D. degree holders. The opportunity is for highly motivated scientists who are wishing to pursue postdoctoral research in a world-class scientific environment. The selected fellows will receive a monthly stipend of US$ 1,590 and other benefits", https://www.icgeb.org/fellowships/arturo-falaschi-postdoctoral-fellowships-2024/ ,Private
545,Maharashtra,Dr. Reddy's Foundation Sashakt Scholarship,all ,0,"B.Tech., M.B.B.S","Dr. Reddy's Foundation Sashakt Scholarship 2023 is an opportunity offered by Dr. Reddy's Foundation (NGO) to encourage young women across India to pursue a career in science. The scholarship is a one-of-its-kind initiative to encourage young women across India to prepare for and pursue a career in science. It provides a level playing ground to girl students, especially from rural India and low socio-economic backgrounds, to get access to quality education in some of India’s best science institutions by offering financial support and mentorship throughout their undergraduate studies. The scholarships are limited to students securing admissions in the 12 specified science colleges. The selected fellows will receive a scholarship worth INR 2.4 lakhs (INR 80,000 per annum) for 3 years of study.", https://wwwsashaktscholarship.org/how-to-apply/,Private
546,Maharashtra,Kind Circle Scholarship for Meritorious Students,all ,600000,All students ,Kind Circle Scholarship for Meritorious Students is an initiative to support academically meritorious students coming from under-privileged section of society to build a foundation for their bright future.,https://scholarshiparena.in/kind-scholarship-for-meritorious-girls-students/ ,Private
547,Maharashtra,Coal India Limited EWS Scholarship,all ,0,Engineering and Medical colleges,"Coal India Limited EWS Scholarship 2023 is an opportunity offered by Coal India Limited to students who are pursuing UG degree in Engineering and Medical course. The main objective of this scholarship is to spread quality professional education among meritorious (BPL) students with merit to nurture successful careers. The selected candidates will receive the total course fee for the entire period of the course which will include reimbursement of full tuition fees, hostel fees/mess charges (accommodation charges) and an incidental fee of INR 10,000.",https://archive.coalindia.in/DesktopModules/DocumentList/documents/New_BPL_Scholarship_Annexure_I.pdf ,Private
548,Maharashtra,SBIF Asha Scholarship Program,all ,300000,PHD ,"SBIF Asha Scholarship Program 2023 is an initiative of the SBI Foundation under its education vertical - Integrated Learning Mission (ILM), to provide financial assistance to meritorious students from low-income families across India to ensure continuity of their education. Under this scholarship program, college students pursuing first year of undergraduate studies from top NIRF universities/colleges and IITs, MBA/PGDM from IIMs, and PhD from premier institutions are entitled to receive a scholarship of up to INR 5 lakh for 1 year. Buddy4Study is the implementation partner for this scholarship program."," https://amkresourceinfo.com/sbif-asha-scholarship-program-2023-announced-apply-now/#:~:text=Under%20the%20SBIF%20Asha%20Scholarship%20Program%202023%20the,up%20to%20Rs%205%20lakh%20for%201%20year",Private
549,Maharashtra,State University Research Excellence Fellowship,all ,0,PhD,"State University Research Excellence Fellowship (SERB-SURE) 2023 is an initiative of the Science and Engineering Research Board (SERB) for Indian researchers. The scheme will help to seed new research opportunities at various state & private universities and colleges and will propagate scientific temper in faculty and students of these institutions. The selected candidates will receive a one-time grant of INR 30 lakh for a period of three years including domestic travel, contingency and other costs.",https://serbonline.in/SERB/Sure,Private
550,Maharashtra,Medhaavi Engineering Scholarship Program,all ,0,B.Tech,"The Medhaavi Engineering Scholarship Program 2023-24 is a CSR initiative of Bharat Petroleum Corporation Limited (BPCL) that aims to provide financial assistance to underprivileged students pursuing undergraduate engineering courses at specified 20 NITs across India and encourage them to pursue their higher studies, gain self-confidence, achieve independence and become employable. Under this scholarship, students enrolled in engineering courses (any year) at specified institutions will be provided with a one-time fixed scholarship of INR 50,000 to continue their higher education.", https://www.scholarshipforum.in/2023/05/medhaavi-engineering-scholarship-2023-24.html,Private
551,Maharashtra,Sightsavers India Fellowship Program,all ,0,diploma,"Sightsavers India Fellowship Program 2023 is an opportunity offered by Sightsavers* India for young ophthalmologists. The fellowship is an opportunity for promising and passionate young ophthalmologists to get trained at some of the leading eye health institutes in India. The program focuses on identifying and grooming talented candidates through an innovative course to enhance their perspectives on rural eye health. The selected students will receive a monthly stipend of up to INR 75,000 and other benefits.",https://indiafellowshipprogram.sightsaversindia.in/,Private
552,Maharashtra,IITTNiF CHANAKYA - Post-Graduate Fellowship,all ,0,M. Tech./M.E./M.S.,"IITTNiF CHANAKYA - Post-Graduate Fellowship 2023 is an opportunity offered by IIT Tirupati Navavishkar I-HUB Foundation (IITTNiF) [a not-for-profit Section-8 company] to students studying in 1st and 3rd semester of M. Tech./M.E./M.S. or any equivalent degree. The selected fellows will receive INR 12,400 per month (including stipend, contingency and travel).",https://iittnif.com/pgapplication ,Private
553,Maharashtra,VAIBHAV Fellowship,all ,0,Ph.D/M.D/M.S,"VAIBHAV Fellowship 2023 is an opportunity offered by the Department of Science and Technology, New Delhi to Ph.D/M.D/M.S degree holders. The main aim of this fellowship is to improve the research ecosystem of India’s Higher Educational and Scientific Institutions by facilitating academic and research collaborations between Indian Institutions and the best institutions in the world through mobility of faculty/researcher from overseas institutions to India. The selected candidates will receive USD 5,000 and other benefits.",https://dst.gov.in/news/vaibhav-fellowships ,Private
554,Maharashtra,State Government Daxshina Adhichatra Scholarship,all,0,Graduation,"State Government Daxshina Adhichatra Scholarship 2022-23, Maharashtra is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra to provide financial assistance to students pursuing postgraduation from Government institutes and colleges and non-agricultural universities. A total of 76 selected students will receive INR 250 per month under this scholarship scheme.",https://mahadbtmahait.gov.in/RegistrationLogin/RegistrationLogin,Government
555,All India,pre matric scholarships scheme for minorities,Minority,100000,1st to 10th,"The Government of India spends a considerable chunk of its resources for the development of various religious minorities in India. Communities including Muslims, Sikhs, Christians, Buddhists, Zoroastrians (Parsis) and Jains have been notified as minority communities by the government. Under the ambit of the Ministry of Minority Affairs (MOMA), the government regulates various developmental programmes aimed at the upliftment of minority communities",https://www.minorityaffairs.gov.in/show_content.php?lang=1&level=1&ls_id=777&lid=825,Government
556,All India,Post Matric Scholarships Scheme for Minorities,Minority,200000,11th or above,"Post Matric Scholarship for minorities is provided by the Ministry of Minority Affairs (MOMA) for the upliftment of students belonging to minority communities. According to the Government of India, Muslims, Sikhs, Christians, Buddhists, Zoroastrians (Parsis) and Jains are notified as minority communities. Under this post-matric scholarship for minorities, students studying in class 11 to PhD are offered up to INR 10,000 annually to pursue higher education.", https://scholarships.gov.in/,Government
557,All India,NSP Merit Cum Means Scholarship for Professional and Technical Courses CS (Minorities),Minority,250000,Professional,"NSP Merit Cum Means Scholarship for Professional and Technical Courses CS (Minorities) 2022-23 is an initiative for minority community students who are pursuing technical or professional courses at the undergraduate or postgraduate level. The scholarship is being offered by the Ministry of Minority Affairs (MoMA), Government of India. The scholarship aims at providing suitable financial assistance to meritorious and underprivileged students belonging to minority communities to enable them to pursue technical and professional courses. The selected candidates will receive course fees and maintenance allowance.", https://scholarships.gov.in/,Government
558,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,9th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
559,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,10th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
560,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,11th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
561,All India,Begum Hazrat Mahal National Scholarship,Minority,200000,12th,It is a national-level scholarship started for the benefit of girl students belonging to minority communities. The Begum Hazrat Mahal National Scholarship started with the objective of financially supporting meritorious girl students., https://scholarships.gov.in/,Government
562,All India,Pre-matric Scholarship for Students with Disabilities,PWD,250000,9th,"NSP Pre-Matric Scholarship for Students with Disabilities 2022-23 is an initiative for physically challenged students of Class 9 or 10. The scholarship is being offered by the Department of Empowerment of Persons with Disability, Government of India. The key objective of the scholarship is to support students with disabilities for their studies and prepare them to earn their livelihood and find a dignified place for themselves in society. The selected candidates will receive maintenance allowance, book grant and disability allowance", https://scholarships.gov.in/,Government
563,All India,Pre-matric Scholarship for Students with Disabilities,PWD,250000,10th,"NSP Pre-Matric Scholarship for Students with Disabilities 2022-23 is an initiative for physically challenged students of Class 9 or 10. The scholarship is being offered by the Department of Empowerment of Persons with Disability, Government of India. The key objective of the scholarship is to support students with disabilities for their studies and prepare them to earn their livelihood and find a dignified place for themselves in society. The selected candidates will receive maintenance allowance, book grant and disability allowance", https://scholarships.gov.in/,Government
564,All India,Post-matric Scholarship for Students with Disabilities,PWD,250000,11th,"NSP Post Matric Scholarship for Students with Disabilities 2022-23 is an initiative for physically disabled students from Class 11 to postgraduate level. The scholarship is being offered by the Department of Empowerment of Persons with Disabilities, Government of India. The key objective of the scholarship is to support students with disabilities in their studies and prepare them to earn their livelihood and find a dignified place for themselves in society. The selected candidates will receive maintenance allowance, book grant, reimbursement of compulsory non-refundable fees and disability allowance.", https://scholarships.gov.in/,Government
565,All India,Post-matric Scholarship for Students with Disabilities,PWD,250000,12th,"NSP Post Matric Scholarship for Students with Disabilities 2022-23 is an initiative for physically disabled students from Class 11 to postgraduate level. The scholarship is being offered by the Department of Empowerment of Persons with Disabilities, Government of India. The key objective of the scholarship is to support students with disabilities in their studies and prepare them to earn their livelihood and find a dignified place for themselves in society. The selected candidates will receive maintenance allowance, book grant, reimbursement of compulsory non-refundable fees and disability allowance.", https://scholarships.gov.in/,Government
566,All India,Post-matric Scholarship for Students with Disabilities,PWD,250000,Under graduation,"NSP Post Matric Scholarship for Students with Disabilities 2022-23 is an initiative for physically disabled students from Class 11 to postgraduate level. The scholarship is being offered by the Department of Empowerment of Persons with Disabilities, Government of India. The key objective of the scholarship is to support students with disabilities in their studies and prepare them to earn their livelihood and find a dignified place for themselves in society. The selected candidates will receive maintenance allowance, book grant, reimbursement of compulsory non-refundable fees and disability allowance.", https://scholarships.gov.in/,Government
567,All India,Post-matric Scholarship for Students with Disabilities,PWD,250000,Post gradutation,"NSP Post Matric Scholarship for Students with Disabilities 2022-23 is an initiative for physically disabled students from Class 11 to postgraduate level. The scholarship is being offered by the Department of Empowerment of Persons with Disabilities, Government of India. The key objective of the scholarship is to support students with disabilities in their studies and prepare them to earn their livelihood and find a dignified place for themselves in society. The selected candidates will receive maintenance allowance, book grant, reimbursement of compulsory non-refundable fees and disability allowance.", https://scholarships.gov.in/,Government
568,All India,Scholarships for Top Class Education for students with disabilities.,PWD,600000,Under graduation,"NSP Scholarships for Top Class Education for Students with Disabilities 2022-23 is an initiative of the Department of Empowerment of Persons with Disabilities, Government of India to promote quality education among disabled students who are pursuing studies at the graduate/post-graduate/diploma level. The key objective of the scholarship is to recognize and promote quality education amongst students with disabilities by providing them with full financial support. ", https://scholarships.gov.in/,Government
569,All India,Scholarships for Top Class Education for students with disabilities.,PWD,600000,Post graduation,"NSP Scholarships for Top Class Education for Students with Disabilities 2022-23 is an initiative of the Department of Empowerment of Persons with Disabilities, Government of India to promote quality education among disabled students who are pursuing studies at the graduate/post-graduate/diploma level. The key objective of the scholarship is to recognize and promote quality education amongst students with disabilities by providing them with full financial support. ", https://scholarships.gov.in/,Government
570,All India,Scholarships for Top Class Education for students with disabilities.,PWD,600000,Diploma,"NSP Scholarships for Top Class Education for Students with Disabilities 2022-23 is an initiative of the Department of Empowerment of Persons with Disabilities, Government of India to promote quality education among disabled students who are pursuing studies at the graduate/post-graduate/diploma level. The key objective of the scholarship is to recognize and promote quality education amongst students with disabilities by providing them with full financial support. ", https://scholarships.gov.in/,Government
571,All India,Top Class Education Scheme for SC Students,SC,600000,12th,"NSP Top Class Education Scheme for SC Students 2022-23 is an initiative by the Ministry of Social Justice and Empowerment, Government of India for Scheduled Caste (SC) students who have taken admission at the undergraduate or postgraduate level to pursue higher education. The scheme aims to recognize and promote quality education beyond Class 12 among Scheduled Caste students. A total of 1,500 fresh scholarships are disbursed every year under this scheme.", https://scholarships.gov.in/,Government
572,All India,PM Yashasvi central sector scheme of top class education in schools,OBC,250000,12th,"The objective of the scheme is to recognize and promote quality education amongst Students belonging to OBC, EBC and DNT categories by providing full financial support. The Scheme will cover OBC/EBC/DNT students for pursuing studies beyond class XIIth.", https://scholarships.gov.in/,Government
573,All India,PM Yashasvi central sector scheme of top class education in schools,EBC,250000,12th,"The objective of the scheme is to recognize and promote quality education amongst Students belonging to OBC, EBC and DNT categories by providing full financial support. The Scheme will cover OBC/EBC/DNT students for pursuing studies beyond class XIIth.", https://scholarships.gov.in/,Government
574,All India,PM Yashasvi central sector scheme of top class education in schools,DNT,250000,12th,"The objective of the scheme is to recognize and promote quality education amongst Students belonging to OBC, EBC and DNT categories by providing full financial support. The Scheme will cover OBC/EBC/DNT students for pursuing studies beyond class XIIth.", https://scholarships.gov.in/,Government
575,All India,Financial Assistance for Education of the Wards of Beedi/Cine/IOMC/LSDM Workers - Post-Matric,all,120000,Medical,"NSP Financial Assistance for Education of the Wards of Beedi/Cine/IOMC/LSDM Workers - Post-Matric 2022-23 is an initiative for the students enrolled in Class 11 to postgraduation level at any GovernmentIinstitution. The scholarship is being offered by the Ministry of Labour and Employment, Government of India. The main objective of this scheme is to ensure no child is working in any hazardous sector as labour. The selected candidates will receive scholarship of up to INR 25,000 per annum.", https://scholarships.gov.in/,Government
576,All India,Financial Assistance for Education of the Wards of Beedi/Cine/IOMC/LSDM Workers - Post-Matric,all,120000,Engineering,"NSP Financial Assistance for Education of the Wards of Beedi/Cine/IOMC/LSDM Workers - Post-Matric 2022-23 is an initiative for the students enrolled in Class 11 to postgraduation level at any GovernmentIinstitution. The scholarship is being offered by the Ministry of Labour and Employment, Government of India. The main objective of this scheme is to ensure no child is working in any hazardous sector as labour. The selected candidates will receive scholarship of up to INR 25,000 per annum.", https://scholarships.gov.in/,Government
577,All India,Financial Assistance for Education of the Wards of Beedi/Cine/IOMC/LSDM Workers - Post-Matric,all,120000,Agriculteral,"NSP Financial Assistance for Education of the Wards of Beedi/Cine/IOMC/LSDM Workers - Post-Matric 2022-23 is an initiative for the students enrolled in Class 11 to postgraduation level at any GovernmentIinstitution. The scholarship is being offered by the Ministry of Labour and Employment, Government of India. The main objective of this scheme is to ensure no child is working in any hazardous sector as labour. The selected candidates will receive scholarship of up to INR 25,000 per annum.", https://scholarships.gov.in/,Government
578,All India,Financial Assistance for Education of the Wards of Beedi/Cine/IOMC/LSDM Workers - Pre-Matric,all,100000,1st to 10th,"The NSP Financial Assistance for Education of the Wards of Beedi/ Cine/ IOMC/ LSDM Workers is a scholarship program for class 1 to 10 students. The program gives financial assistance to the children of laborers to get higher education from class 1 to 10 in the academic year 2022-23. The amount of scholarship is approved from INR 250 to 15,000 for the children of Wards of Beedi/ Cine/ IOMC/ LSDM Workers. The program aims to ensure that no child is working in any hazardous sector as laborers. ", https://scholarships.gov.in/,Government
579,All India,National Means Cum Merit Scholarship,SC,150000,9th,"Initiated in May 2008, NMMS Scholarship aims to motivate bright and disadvantaged students to complete their secondary and higher secondary levels of education so as to improve the dropout rate from schools after class 8. Every year, students of classes 9 to 12 appear for two levels of selection tests at the state level to avail the benefits of the National Means-Cum-Merit Scholarship.", https://scholarships.gov.in/,Government
580,All India,National Means Cum Merit Scholarship,ST,150000,9th,"Initiated in May 2008, NMMS Scholarship aims to motivate bright and disadvantaged students to complete their secondary and higher secondary levels of education so as to improve the dropout rate from schools after class 8. Every year, students of classes 9 to 12 appear for two levels of selection tests at the state level to avail the benefits of the National Means-Cum-Merit Scholarship.", https://scholarships.gov.in/,Government
581,All India,CENTRAL SECTOR SCHEME OF SCHOLARSHIPS FOR COLLEGE AND UNIVERSITY STUDENTS,SC,800000,12th,"Offered to meritorious students, the Central Sector Scholarship Scheme for College and University Students aims to provide monetary support to students from low-income group families. The fund provided under this scholarship helps the candidate to meet his/her daily expenses incurred while pursuing graduate or postgraduate studies in general or professional courses.", https://scholarships.gov.in/,Government
582,All India,CENTRAL SECTOR SCHEME OF SCHOLARSHIPS FOR COLLEGE AND UNIVERSITY STUDENTS,ST,800000,12th,"Offered to meritorious students, the Central Sector Scholarship Scheme for College and University Students aims to provide monetary support to students from low-income group families. The fund provided under this scholarship helps the candidate to meet his/her daily expenses incurred while pursuing graduate or postgraduate studies in general or professional courses.", https://scholarships.gov.in/,Government
583,All India,CENTRAL SECTOR SCHEME OF SCHOLARSHIPS FOR COLLEGE AND UNIVERSITY STUDENTS,OBC,800000,12th,"Offered to meritorious students, the Central Sector Scholarship Scheme for College and University Students aims to provide monetary support to students from low-income group families. The fund provided under this scholarship helps the candidate to meet his/her daily expenses incurred while pursuing graduate or postgraduate studies in general or professional courses.", https://scholarships.gov.in/,Government
584,All India,CENTRAL SECTOR SCHEME OF SCHOLARSHIPS FOR COLLEGE AND UNIVERSITY STUDENTS,PWD,800000,12th,"Offered to meritorious students, the Central Sector Scholarship Scheme for College and University Students aims to provide monetary support to students from low-income group families. The fund provided under this scholarship helps the candidate to meet his/her daily expenses incurred while pursuing graduate or postgraduate studies in general or professional courses.", https://scholarships.gov.in/,Government
585,All India,FINANCIAL SUPPORT TO THE STUDENTS OF NER FOR HIGHER PROFESSIONAL COURSES(NEC MERIT SCHOLARSHIP),all,800000,Diploma,"NEC Merit Scholarship for Students of NER 2022-23 is an initiative for students pursuing diploma/degree/postgraduate course or registered M.Phil./Ph.D. programme. The scholarship is being offered by the North Eastern Council, Ministry of Development of North Eastern Region, Government of India, Shillong to the eligible candidates of the North Eastern States. The scholarship aims at providing financial aid to students of the North-Eastern Region undergoing studies in various disciplines at a recognized Indian institution. The students will receive financial help of up to INR 30,000 per annum", https://scholarships.gov.in/,Government
